x_nm,y_nm,z_nm,V
-195.959595959596,-14.1414141414141,35,-0.27452677402919
-195.959595959596,-10.1010101010101,35,-0.274358631459067
-195.959595959596,-6.06060606060606,35,-0.27424462029892
-195.959595959596,-2.02020202020202,35,-0.274092641938475
-195.959595959596,2.02020202020202,35,-0.2740164107742
-195.959595959596,6.06060606060606,35,-0.274052769139683
-195.959595959596,10.1010101010101,35,-0.274195335203508
-195.959595959596,14.1414141414141,35,-0.274405323091853
-195.959595959596,18.1818181818182,35,-0.274676193119219
-195.959595959596,22.2222222222222,35,-0.275007945285605
-195.959595959596,26.2626262626263,35,-0.275400579591012
-195.959595959596,30.3030303030303,35,-0.275867737590225
-195.959595959596,34.3434343434344,35,-0.276601353427422
-195.959595959596,38.3838383838384,35,-0.277619405661364
-195.959595959596,42.4242424242424,35,-0.278921894292051
-195.959595959596,46.4646464646465,35,-0.280339650849557
-195.959595959596,50.5050505050505,35,-0.281911215631756
-195.959595959596,54.5454545454545,35,-0.283649181304959
-195.959595959596,58.5858585858586,35,-0.285553547869166
-195.959595959596,62.6262626262626,35,-0.287624315324376
-195.959595959596,66.6666666666667,35,-0.290189783131441
-195.959595959596,70.7070707070707,35,-0.293584917176157
-195.959595959596,74.7474747474748,35,-0.297650269095035
-195.959595959596,78.7878787878788,35,-0.302308531398052
-195.959595959596,82.8282828282828,35,-0.307449414112244
-195.959595959596,86.8686868686869,35,-0.313126870012286
-195.959595959596,90.9090909090909,35,-0.319340899098179
-195.959595959596,94.949494949495,35,-0.326091501369923
-195.959595959596,98.989898989899,35,-0.333574140209043
-195.959595959596,103.030303030303,35,-0.342870972552509
-195.959595959596,107.070707070707,35,-0.352776346548216
-195.959595959596,111.111111111111,35,-0.363290262196163
-195.959595959596,115.151515151515,35,-0.374355088045333
-195.959595959596,119.191919191919,35,-0.386012723275576
-195.959595959596,123.232323232323,35,-0.3983269633459
-195.959595959596,127.272727272727,35,-0.411297808256307
-195.959595959596,131.313131313131,35,-0.424925258006796
-195.959595959596,135.353535353535,35,-0.438098665435187
-195.959595959596,139.393939393939,35,-0.450551514212777
-195.959595959596,143.434343434343,35,-0.463019273369906
-195.959595959596,147.474747474747,35,-0.475501942906575
-195.959595959596,151.515151515152,35,-0.487999522822783
-195.959595959596,155.555555555556,35,-0.500700068165727
-195.959595959596,159.59595959596,35,-0.513557272675588
-195.959595959596,163.636363636364,35,-0.526499641098801
-195.959595959596,167.676767676768,35,-0.539527173435365
-195.959595959596,171.717171717172,35,-0.552579077566797
-195.959595959596,175.757575757576,35,-0.565828968469695
-195.959595959596,179.79797979798,35,-0.579325507120503
-195.959595959596,183.838383838384,35,-0.59306869351922
-195.959595959596,187.878787878788,35,-0.607058527665848
-195.959595959596,191.919191919192,35,-0.621295009560385
-195.959595959596,195.959595959596,35,-0.635953212612499
-195.959595959596,200,35,-0.650874226623304
-191.919191919192,-200,35,-0.66488283696107
-191.919191919192,-195.959595959596,35,-0.649781363742644
-191.919191919192,-191.919191919192,35,-0.634977115857265
-191.919191919192,-187.878787878788,35,-0.620470093304935
-191.919191919192,-183.838383838384,35,-0.606260296085652
-191.919191919192,-179.79797979798,35,-0.592275320946377
-191.919191919192,-175.757575757576,35,-0.578337871562363
-191.919191919192,-171.717171717172,35,-0.564674143295837
-191.919191919192,-167.676767676768,35,-0.551284136146799
-191.919191919192,-163.636363636364,35,-0.538167850115249
-191.919191919192,-159.59595959596,35,-0.525232063967774
-191.919191919192,-155.555555555556,35,-0.512400403906222
-191.919191919192,-151.515151515152,35,-0.49967572706695
-191.919191919192,-147.474747474747,35,-0.487057565804911
-191.919191919192,-143.434343434343,35,-0.474469836386628
-191.919191919192,-139.393939393939,35,-0.461875765654827
-191.919191919192,-135.353535353535,35,-0.449275353609506
-191.919191919192,-131.313131313131,35,-0.436668600250666
-191.919191919192,-127.272727272727,35,-0.423864497227153
-191.919191919192,-123.232323232323,35,-0.409987088149509
-191.919191919192,-119.191919191919,35,-0.396802147750049
-191.919191919192,-115.151515151515,35,-0.384309676028774
-191.919191919192,-111.111111111111,35,-0.372537849900043
-191.919191919192,-107.070707070707,35,-0.361633397732729
-191.919191919192,-103.030303030303,35,-0.35145117378674
-191.919191919192,-98.989898989899,35,-0.341991178062075
-191.919191919192,-94.949494949495,35,-0.333253410558735
-191.919191919192,-90.9090909090909,35,-0.325902412083864
-191.919191919192,-86.8686868686869,35,-0.319292541575286
-191.919191919192,-82.8282828282828,35,-0.31318986863521
-191.919191919192,-78.7878787878788,35,-0.307594393263636
-191.919191919192,-74.7474747474748,35,-0.302358942560572
-191.919191919192,-70.7070707070707,35,-0.297595482966133
-191.919191919192,-66.6666666666667,35,-0.293461963048722
-191.919191919192,-62.6262626262626,35,-0.289958382808341
-191.919191919192,-58.5858585858586,35,-0.287177630811594
-191.919191919192,-54.5454545454545,35,-0.285249395736103
-191.919191919192,-50.5050505050505,35,-0.283454159362613
-191.919191919192,-46.4646464646465,35,-0.281791921691123
-191.919191919192,-42.4242424242424,35,-0.280262682721634
-191.919191919192,-38.3838383838384,35,-0.278801000236249
-191.919191919192,-34.3434343434343,35,-0.277593200266009
-191.919191919192,-30.3030303030303,35,-0.276649361741324
-191.919191919192,-26.2626262626263,35,-0.275969484662194
-191.919191919192,-22.2222222222222,35,-0.275563887295547
-191.919191919192,-18.1818181818182,35,-0.275268255294268
-191.919191919192,-14.1414141414141,35,-0.275026754702965
-191.919191919192,-10.1010101010101,35,-0.274839385521636
-191.919191919192,-6.06060606060606,35,-0.27466473577141
-191.919191919192,-2.02020202020202,35,-0.274494993028283
-191.919191919192,2.02020202020202,35,-0.274437839814914
-191.919191919192,6.06060606060606,35,-0.274493276131303
-191.919191919192,10.1010101010101,35,-0.274661301977449
-191.919191919192,14.1414141414141,35,-0.27490751938572
-191.919191919192,18.1818181818182,35,-0.275214015686279
-191.919191919192,22.2222222222222,35,-0.275581394125859
-191.919191919192,26.2626262626263,35,-0.27600965470446
-191.919191919192,30.3030303030303,35,-0.27660133740377
-191.919191919192,34.3434343434343,35,-0.277486479723753
-191.919191919192,38.3838383838384,35,-0.27865605844048
-191.919191919192,42.4242424242424,35,-0.280110073553953
-191.919191919192,46.4646464646465,35,-0.281793335406451
-191.919191919192,50.5050505050505,35,-0.28357382647245
-191.919191919192,54.5454545454546,35,-0.285520718429453
-191.919191919192,58.5858585858586,35,-0.28763401127746
-191.919191919192,62.6262626262626,35,-0.289980823795735
-191.919191919192,66.6666666666667,35,-0.293319944086219
-191.919191919192,70.7070707070707,35,-0.297329282250864
-191.919191919192,74.7474747474747,35,-0.30200883828967
-191.919191919192,78.7878787878788,35,-0.307358612202636
-191.919191919192,82.8282828282828,35,-0.31299879564914
-191.919191919192,86.8686868686869,35,-0.31916090391809
-191.919191919192,90.9090909090909,35,-0.32585958537289
-191.919191919192,94.949494949495,35,-0.333094840013542
-191.919191919192,98.989898989899,35,-0.341916582855156
-191.919191919192,103.030303030303,35,-0.351652247643626
-191.919191919192,107.070707070707,35,-0.361996454084337
-191.919191919192,111.111111111111,35,-0.372949202177289
-191.919191919192,115.151515151515,35,-0.384510491922482
-191.919191919192,119.191919191919,35,-0.396718785910962
-191.919191919192,123.232323232323,35,-0.409585486725612
-191.919191919192,127.272727272727,35,-0.423108792380345
-191.919191919192,131.313131313131,35,-0.437078767397219
-191.919191919192,135.353535353535,35,-0.449594261856729
-191.919191919192,139.393939393939,35,-0.462124666695779
-191.919191919192,143.434343434343,35,-0.474669981914367
-191.919191919192,147.474747474747,35,-0.487230207512496
-191.919191919192,151.515151515152,35,-0.499805343490163
-191.919191919192,155.555555555556,35,-0.51239538984737
-191.919191919192,159.59595959596,35,-0.525310013843641
-191.919191919192,163.636363636364,35,-0.538318127221418
-191.919191919192,167.676767676768,35,-0.551401524804494
-191.919191919192,171.717171717172,35,-0.564633486782949
-191.919191919192,175.757575757576,35,-0.578112096509314
-191.919191919192,179.79797979798,35,-0.591837353983588
-191.919191919192,183.838383838384,35,-0.605809259205772
-191.919191919192,187.878787878788,35,-0.620027812175866
-191.919191919192,191.919191919192,35,-0.63449301289387
-191.919191919192,195.959595959596,35,-0.649204861359783
-191.919191919192,200,35,-0.664361293610008
-187.878787878788,-200,35,-0.678767291163449
-187.878787878788,-195.959595959596,35,-0.663411121424671
-187.878787878788,-191.919191919192,35,-0.648379285160339
-187.878787878788,-187.878787878788,35,-0.633644674229055
-187.878787878788,-183.838383838384,35,-0.619207288630818
-187.878787878788,-179.79797979798,35,-0.604951539437747
-187.878787878788,-175.757575757576,35,-0.590834322855684
-187.878787878788,-171.717171717172,35,-0.576990827391109
-187.878787878788,-167.676767676768,35,-0.563421053044022
-187.878787878788,-163.636363636364,35,-0.550124999814423
-187.878787878788,-159.59595959596,35,-0.537100370982839
-187.878787878788,-155.555555555556,35,-0.524235063949655
-187.878787878788,-151.515151515152,35,-0.51147674013875
-187.878787878788,-147.474747474747,35,-0.498833527832739
-187.878787878788,-143.434343434343,35,-0.486218799777886
-187.878787878788,-139.393939393939,35,-0.473597730409514
-187.878787878788,-135.353535353535,35,-0.460970319727623
-187.878787878788,-131.313131313131,35,-0.448336567732212
-187.878787878788,-127.272727272727,35,-0.435696474423283
-187.878787878788,-123.232323232323,35,-0.422292082501384
-187.878787878788,-119.191919191919,35,-0.408465575900996
-187.878787878788,-115.151515151515,35,-0.395331537978792
-187.878787878788,-111.111111111111,35,-0.383046602716036
-187.878787878788,-107.070707070707,35,-0.371540928880073
-187.878787878788,-103.030303030303,35,-0.360757483265435
-187.878787878788,-98.989898989899,35,-0.350696265872122
-187.878787878788,-94.949494949495,35,-0.341357276700134
-187.878787878788,-90.9090909090909,35,-0.332921734165283
-187.878787878788,-86.8686868686869,35,-0.32581803283315
-187.878787878788,-82.8282828282828,35,-0.319221529069519
-187.878787878788,-78.7878787878788,35,-0.313090189260289
-187.878787878788,-74.7474747474748,35,-0.307142164228878
-187.878787878788,-70.7070707070707,35,-0.301824078874496
-187.878787878788,-66.6666666666667,35,-0.297135933197143
-187.878787878788,-62.6262626262626,35,-0.293077727196819
-187.878787878788,-58.5858585858586,35,-0.289649460873523
-187.878787878788,-54.5454545454546,35,-0.287196739778364
-187.878787878788,-50.5050505050505,35,-0.285219227451366
-187.878787878788,-46.4646464646465,35,-0.283374713826369
-187.878787878788,-42.4242424242424,35,-0.281601422717796
-187.878787878788,-38.3838383838384,35,-0.279994511433478
-187.878787878788,-34.3434343434343,35,-0.278651561594715
-187.878787878788,-30.3030303030303,35,-0.277572573201507
-187.878787878788,-26.2626262626263,35,-0.276757546253853
-187.878787878788,-22.2222222222222,35,-0.276206480751754
-187.878787878788,-18.1818181818182,35,-0.275890439175011
-187.878787878788,-14.1414141414141,35,-0.2756297119725
-187.878787878788,-10.1010101010101,35,-0.275423116179965
-187.878787878788,-6.06060606060606,35,-0.27517560170847
-187.878787878788,-2.02020202020202,35,-0.275024936916249
-187.878787878788,2.02020202020202,35,-0.274986861653786
-187.878787878788,6.06060606060606,35,-0.27506137592108
-187.878787878788,10.1010101010101,35,-0.275248479718133
-187.878787878788,14.1414141414141,35,-0.275535099252713
-187.878787878788,18.1818181818182,35,-0.275877221826466
-187.878787878788,22.2222222222222,35,-0.27628022653924
-187.878787878788,26.2626262626263,35,-0.27676770451714
-187.878787878788,30.3030303030303,35,-0.277519936923164
-187.878787878788,34.3434343434343,35,-0.278556605725932
-187.878787878788,38.3838383838384,35,-0.279877710925446
-187.878787878788,42.4242424242424,35,-0.281483252521704
-187.878787878788,46.4646464646465,35,-0.283373230514708
-187.878787878788,50.5050505050505,35,-0.285394243488566
-187.878787878788,54.5454545454545,35,-0.28755006172937
-187.878787878788,58.5858585858586,35,-0.289872280861178
-187.878787878788,62.6262626262626,35,-0.292951567854642
-187.878787878788,66.6666666666667,35,-0.296904892265054
-187.878787878788,70.7070707070707,35,-0.301528434549628
-187.878787878788,74.7474747474748,35,-0.306822194708362
-187.878787878788,78.7878787878788,35,-0.312786172741257
-187.878787878788,82.8282828282828,35,-0.319168573035223
-187.878787878788,86.8686868686869,35,-0.32581533367308
-187.878787878788,90.9090909090909,35,-0.332998667496788
-187.878787878788,94.949494949495,35,-0.341226530321539
-187.878787878788,98.989898989899,35,-0.350792485902772
-187.878787878788,103.030303030303,35,-0.360966983136246
-187.878787878788,107.070707070707,35,-0.371750022021961
-187.878787878788,111.111111111111,35,-0.383141602559918
-187.878787878788,115.151515151515,35,-0.395141724750115
-187.878787878788,119.191919191919,35,-0.407798635112168
-187.878787878788,123.232323232323,35,-0.421217796671145
-187.878787878788,127.272727272727,35,-0.435293563070204
-187.878787878788,131.313131313131,35,-0.448542796322288
-187.878787878788,135.353535353535,35,-0.461135846843258
-187.878787878788,139.393939393939,35,-0.473743807743767
-187.878787878788,143.434343434343,35,-0.486366679023815
-187.878787878788,147.474747474747,35,-0.499004460683403
-187.878787878788,151.515151515152,35,-0.51165715272253
-187.878787878788,155.555555555556,35,-0.524324755141197
-187.878787878788,159.59595959596,35,-0.537088924886869
-187.878787878788,163.636363636364,35,-0.55016278321921
-187.878787878788,167.676767676768,35,-0.563377904588042
-187.878787878788,171.717171717172,35,-0.576838585389963
-187.878787878788,175.757575757576,35,-0.590545913939794
-187.878787878788,179.79797979798,35,-0.604499890237535
-187.878787878788,183.838383838384,35,-0.618700514283186
-187.878787878788,187.878787878788,35,-0.633147786076746
-187.878787878788,191.919191919192,35,-0.647841705618216
-187.878787878788,195.959595959596,35,-0.662782272907596
-187.878787878788,200,35,-0.677993053026435
-183.838383838384,-200,35,-0.692933970727774
-183.838383838384,-195.959595959596,35,-0.677247888583206
-183.838383838384,-191.919191919192,35,-0.66188593306491
-183.838383838384,-187.878787878788,35,-0.646923733754672
-183.838383838384,-183.838383838384,35,-0.632258759777482
-183.838383838384,-179.79797979798,35,-0.617753773404396
-183.838383838384,-175.757575757576,35,-0.603456789624283
-183.838383838384,-171.717171717172,35,-0.58943352696166
-183.838383838384,-167.676767676768,35,-0.575683985416523
-183.838383838384,-163.636363636364,35,-0.562208164988875
-183.838383838384,-159.59595959596,35,-0.549006065678714
-183.838383838384,-155.555555555556,35,-0.536069003407166
-183.838383838384,-151.515151515152,35,-0.523278365713733
-183.838383838384,-147.474747474747,35,-0.510642980335829
-183.838383838384,-143.434343434343,35,-0.498001253644405
-183.838383838384,-139.393939393939,35,-0.485353185639463
-183.838383838384,-135.353535353535,35,-0.472698776321001
-183.838383838384,-131.313131313131,35,-0.460038025689021
-183.838383838384,-127.272727272727,35,-0.447370933743521
-183.838383838384,-123.232323232323,35,-0.434697500484501
-183.838383838384,-119.191919191919,35,-0.420670819202814
-183.838383838384,-115.151515151515,35,-0.406962499954162
-183.838383838384,-111.111111111111,35,-0.394133376228226
-183.838383838384,-107.070707070707,35,-0.382026480723615
-183.838383838384,-103.030303030303,35,-0.370641813440328
-183.838383838384,-98.989898989899,35,-0.359979374378366
-183.838383838384,-94.949494949495,35,-0.350039163537729
-183.838383838384,-90.9090909090909,35,-0.340821180918416
-183.838383838384,-86.8686868686869,35,-0.33286881665577
-183.838383838384,-82.8282828282828,35,-0.325778482068584
-183.838383838384,-78.7878787878788,35,-0.318845551063458
-183.838383838384,-74.7474747474748,35,-0.312342900272105
-183.838383838384,-70.7070707070707,35,-0.30647018915778
-183.838383838384,-66.6666666666667,35,-0.301227417720484
-183.838383838384,-62.6262626262626,35,-0.296614585960217
-183.838383838384,-58.5858585858586,35,-0.292631693876978
-183.838383838384,-54.5454545454545,35,-0.289299594290515
-183.838383838384,-50.5050505050505,35,-0.28713980601001
-183.838383838384,-46.4646464646465,35,-0.285103096491557
-183.838383838384,-42.4242424242424,35,-0.28309707389316
-183.838383838384,-38.3838383838384,35,-0.281355012740319
-183.838383838384,-34.3434343434343,35,-0.279876913033032
-183.838383838384,-30.3030303030303,35,-0.2786627747713
-183.838383838384,-26.2626262626263,35,-0.277712597955123
-183.838383838384,-22.2222222222222,35,-0.277026382584501
-183.838383838384,-18.1818181818182,35,-0.276615599651513
-183.838383838384,-14.1414141414141,35,-0.276335645837797
-183.838383838384,-10.1010101010101,35,-0.276058236814762
-183.838383838384,-6.06060606060606,35,-0.275814060443688
-183.838383838384,-2.02020202020202,35,-0.275682473602373
-183.838383838384,2.02020202020202,35,-0.275663476290815
-183.838383838384,6.06060606060606,35,-0.275757068509016
-183.838383838384,10.1010101010101,35,-0.275963250256974
-183.838383838384,14.1414141414141,35,-0.27628202153469
-183.838383838384,18.1818181818182,35,-0.27666581153978
-183.838383838384,22.2222222222222,35,-0.277104442525747
-183.838383838384,26.2626262626263,35,-0.277719777259598
-183.838383838384,30.3030303030303,35,-0.278623536148407
-183.838383838384,34.3434343434343,35,-0.279811731433962
-183.838383838384,38.3838383838384,35,-0.281284363116261
-183.838383838384,42.4242424242424,35,-0.283041431195305
-183.838383838384,46.4646464646465,35,-0.285082935671094
-183.838383838384,50.5050505050505,35,-0.287372466680105
-183.838383838384,54.5454545454545,35,-0.289737211204709
-183.838383838384,58.5858585858586,35,-0.292479788481426
-183.838383838384,62.6262626262626,35,-0.296377099137606
-183.838383838384,66.6666666666667,35,-0.300944627667947
-183.838383838384,70.7070707070707,35,-0.306182374072449
-183.838383838384,74.7474747474748,35,-0.312090338351112
-183.838383838384,78.7878787878788,35,-0.318668520503935
-183.838383838384,82.8282828282828,35,-0.325916920530919
-183.838383838384,86.8686868686869,35,-0.333090159277256
-183.838383838384,90.9090909090909,35,-0.340800814951656
-183.838383838384,94.949494949495,35,-0.350197061325653
-183.838383838384,98.989898989899,35,-0.36020184935189
-183.838383838384,103.030303030303,35,-0.370815179030369
-183.838383838384,107.070707070707,35,-0.382037050361089
-183.838383838384,111.111111111111,35,-0.393867463344049
-183.838383838384,115.151515151515,35,-0.40630641797925
-183.838383838384,119.191919191919,35,-0.419353914266693
-183.838383838384,123.232323232323,35,-0.433223893182498
-183.838383838384,127.272727272727,35,-0.447397117609453
-183.838383838384,131.313131313131,35,-0.460052813812343
-183.838383838384,135.353535353535,35,-0.472723420394772
-183.838383838384,139.393939393939,35,-0.485408937356741
-183.838383838384,143.434343434343,35,-0.498109364698249
-183.838383838384,147.474747474747,35,-0.510824702419297
-183.838383838384,151.515151515152,35,-0.523554950519884
-183.838383838384,155.555555555556,35,-0.53630010900001
-183.838383838384,159.59595959596,35,-0.549060177859676
-183.838383838384,163.636363636364,35,-0.562062221884973
-183.838383838384,167.676767676768,35,-0.575504973762451
-183.838383838384,171.717171717172,35,-0.589194373387839
-183.838383838384,175.757575757576,35,-0.603130420761137
-183.838383838384,179.79797979798,35,-0.617313115882344
-183.838383838384,183.838383838384,35,-0.631742458751462
-183.838383838384,187.878787878788,35,-0.646418449368488
-183.838383838384,191.919191919192,35,-0.661341087733425
-183.838383838384,195.959595959596,35,-0.676510373846271
-183.838383838384,200,35,-0.691926307707028
-179.79797979798,-200,35,-0.70730809884645
-179.79797979798,-195.959595959596,35,-0.69135675990258
-179.79797979798,-191.919191919192,35,-0.675707992750833
-179.79797979798,-187.878787878788,35,-0.660361797391206
-179.79797979798,-183.838383838384,35,-0.645414709525643
-179.79797979798,-179.79797979798,35,-0.630682022846323
-179.79797979798,-175.757575757576,35,-0.616205271868162
-179.79797979798,-171.717171717172,35,-0.602002242007489
-179.79797979798,-167.676767676768,35,-0.588072933264303
-179.79797979798,-163.636363636364,35,-0.574417345638606
-179.79797979798,-159.59595959596,35,-0.561035479130396
-179.79797979798,-155.555555555556,35,-0.547927333739674
-179.79797979798,-151.515151515152,35,-0.535148307328655
-179.79797979798,-147.474747474747,35,-0.52248592331418
-179.79797979798,-143.434343434343,35,-0.509817197986186
-179.79797979798,-139.393939393939,35,-0.497142131344674
-179.79797979798,-135.353535353535,35,-0.484460723389642
-179.79797979798,-131.313131313131,35,-0.47177297412109
-179.79797979798,-127.272727272727,35,-0.45907888353902
-179.79797979798,-123.232323232323,35,-0.44637845164343
-179.79797979798,-119.191919191919,35,-0.433417877655506
-179.79797979798,-115.151515151515,35,-0.419228515831198
-179.79797979798,-111.111111111111,35,-0.405798170436613
-179.79797979798,-107.070707070707,35,-0.393090053263353
-179.79797979798,-103.030303030303,35,-0.381104164311418
-179.79797979798,-98.989898989899,35,-0.369840503580808
-179.79797979798,-94.949494949495,35,-0.359299071071522
-179.79797979798,-90.9090909090909,35,-0.34947986678356
-179.79797979798,-86.8686868686869,35,-0.340444893043147
-179.79797979798,-82.8282828282828,35,-0.332705643469872
-179.79797979798,-78.7878787878788,35,-0.325018427241547
-179.79797979798,-74.7474747474747,35,-0.317961150690251
-179.79797979798,-70.7070707070707,35,-0.311533813815984
-179.79797979798,-66.6666666666667,35,-0.305736416618745
-179.79797979798,-62.6262626262626,35,-0.300568959098536
-179.79797979798,-58.5858585858586,35,-0.296031441255354
-179.79797979798,-54.5454545454545,35,-0.292123863089202
